!SESSION 2021-09-30 20:44:14.623 -----------------------------------------------
eclipse.buildId=2019.1
java.version=1.8.0_112
java.vendor=Oracle Corporation
BootLoader constants: OS=win32, ARCH=x86_64, WS=win32, NL=en_US
!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:49.441
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DCD1"} -index 0], Result: [null, ]. Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:49.441
!MESSAGE XSCT Command: [loadhw -hw C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf -mem-ranges [list {0x40000000 0xbfffffff}]], Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:52.733
!MESSAGE XSCT command with result: [loadhw -hw C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf -mem-ranges [list {0x40000000 0xbfffffff}]], Result: [null, kyberBD_wrapper_14]. Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:52.733
!MESSAGE XSCT Command: [configparams force-mem-access 1], Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:52.733
!MESSAGE XSCT command with result: [configparams force-mem-access 1], Result: [null, ]. Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:52.733
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DCD1"} -index 0], Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:52.793
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DCD1"} -index 0], Result: [null, ]. Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:52.793
!MESSAGE XSCT Command: [ps7_init], Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:53.163
!MESSAGE XSCT command with result: [ps7_init], Result: [null, ]. Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:53.163
!MESSAGE XSCT Command: [ps7_post_config], Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:53.173
!MESSAGE XSCT command with result: [ps7_post_config], Result: [null, ]. Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:53.173
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DCD1"} -index 0], Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:53.203
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DCD1"} -index 0], Result: [null, ]. Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:53.203
!MESSAGE XSCT Command: [dow C:/Projects/kyber-fpga/kyber-fpga.sdk/kyber-server/Debug/kyber-server.elf], Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:54.508
!MESSAGE XSCT command with result: [dow C:/Projects/kyber-fpga/kyber-fpga.sdk/kyber-server/Debug/kyber-server.elf], Result: [null, ]. Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:54.508
!MESSAGE XSCT Command: [configparams force-mem-access 0], Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:54.508
!MESSAGE XSCT command with result: [configparams force-mem-access 0], Result: [null, ]. Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:54.638
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DCD1"} -index 0], Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:54.783
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DCD1"} -index 0], Result: [null, ]. Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:54.784
!MESSAGE XSCT Command: [con], Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:34:54.793
!MESSAGE XSCT command with result: [con], Result: [null, ]. Thread: Worker-31

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:25.287
!MESSAGE XSCT Command: [disconnect tcfchan#16], Thread: Thread-1122

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:25.294
!MESSAGE XSCT command with result: [disconnect tcfchan#16], Result: [null, ]. Thread: Thread-1122

!ENTRY com.xilinx.sdk.utils 1 0 2021-09-30 21:35:26.287
!MESSAGE Updating toolusage

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.287
!MESSAGE XSCT Command: [connect -url tcp:127.0.0.1:3121], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.307
!MESSAGE XSCT command with result: [connect -url tcp:127.0.0.1:3121], Result: [null, tcfchan#17]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.307
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.337
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1* Digilent JTAG-HS3 210299A8DCD1
  4  Digilent JTAG-HS3 210299A8DB3E]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.337
!MESSAGE XSCT Command: [version -server], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.337
!MESSAGE XSCT command with result: [version -server], Result: [null, 2019.1]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.337
!MESSAGE XSCT Command: [version], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.337
!MESSAGE XSCT command with result: [version], Result: [null, xsct 2019.1
SW Build 2552052 on Fri May 24 14:49:42 MDT 2019
Copyright 1986-2018 Xilinx, Inc. All Rights Reserved.]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.337
!MESSAGE XSCT Command: [jtag targets -set -filter {name =~ "Digilent JTAG-HS3 210299A8DB3E" && level == 0}], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.357
!MESSAGE XSCT command with result: [jtag targets -set -filter {name =~ "Digilent JTAG-HS3 210299A8DB3E" && level == 0}], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.357
!MESSAGE XSCT Command: [jtag frequency], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.367
!MESSAGE XSCT command with result: [jtag frequency], Result: [null, 15000000]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.367
!MESSAGE XSCT Command: [source C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/ps7_init.tcl], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.367
!MESSAGE XSCT command with result: [source C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/ps7_init.tcl], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.367
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.407
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.407
!MESSAGE XSCT Command: [rst -system], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.617
!MESSAGE XSCT command with result: [rst -system], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:26.617
!MESSAGE XSCT Command: [after 3000], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:29.630
!MESSAGE XSCT command with result: [after 3000], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:29.688
!MESSAGE XSCT Command: [jtag targets -filter {level == 0}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:29.699
!MESSAGE XSCT command with result: [jtag targets -filter {level == 0}], Result: [null,   1  Digilent JTAG-HS3 210299A8DCD1
  4* Digilent JTAG-HS3 210299A8DB3E]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:29.699
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DCD1" && level==1}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:29.715
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DCD1" && level==1}], Result: [null,      2  arm_dap (idcode 4ba00477 irlen 4)
     3  xc7z010 (idcode 13722093 irlen 6 fpga)]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:29.715
!MESSAGE XSCT Command: [jtag targets -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E" && level==1}], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:29.745
!MESSAGE XSCT command with result: [jtag targets -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E" && level==1}], Result: [null,      5  arm_dap (idcode 4ba00477 irlen 4)
     6  xc7z010 (idcode 13722093 irlen 6 fpga)]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:29.745
!MESSAGE XSCT Command: [targets -set -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E" && level==0} -index 1], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:29.775
!MESSAGE XSCT command with result: [targets -set -filter {jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E" && level==0} -index 1], Result: [null, ]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:29.775
!MESSAGE XSCT Command: [fpga -file C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/kyberBD_wrapper.bit], Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:31.142
!MESSAGE XSCT command with result: [fpga -file C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/kyberBD_wrapper.bit], Result: [null, ]. Thread: ModalContext

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:31.200
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:31.241
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:31.241
!MESSAGE XSCT Command: [loadhw -hw C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf -mem-ranges [list {0x40000000 0xbfffffff}]], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:34.414
!MESSAGE XSCT command with result: [loadhw -hw C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf -mem-ranges [list {0x40000000 0xbfffffff}]], Result: [null, kyberBD_wrapper_15]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:34.414
!MESSAGE XSCT Command: [configparams force-mem-access 1], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:34.414
!MESSAGE XSCT command with result: [configparams force-mem-access 1], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:34.414
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:34.444
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~"APU*" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:34.444
!MESSAGE XSCT Command: [ps7_init], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:34.821
!MESSAGE XSCT command with result: [ps7_init], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:34.821
!MESSAGE XSCT Command: [ps7_post_config], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:34.831
!MESSAGE XSCT command with result: [ps7_post_config], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:34.831
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:34.861
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:34.861
!MESSAGE XSCT Command: [dow C:/Projects/kyber-fpga/kyber-fpga.sdk/kyber-client/Debug/kyber-client.elf], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:36.039
!MESSAGE XSCT command with result: [dow C:/Projects/kyber-fpga/kyber-fpga.sdk/kyber-client/Debug/kyber-client.elf], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:36.039
!MESSAGE XSCT Command: [configparams force-mem-access 0], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:36.039
!MESSAGE XSCT command with result: [configparams force-mem-access 0], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:36.145
!MESSAGE XSCT Command: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:36.271
!MESSAGE XSCT command with result: [targets -set -nocase -filter {name =~ "ARM*#0" && jtag_cable_name =~ "Digilent JTAG-HS3 210299A8DB3E"} -index 0], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:36.272
!MESSAGE XSCT Command: [con], Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:35:36.280
!MESSAGE XSCT command with result: [con], Result: [null, ]. Thread: Worker-33

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:38:46.608
!MESSAGE XSCT Command: [disconnect tcfchan#17], Thread: Thread-1175

!ENTRY com.xilinx.sdk.utils 0 0 2021-09-30 21:38:46.608
!MESSAGE XSCT command with result: [disconnect tcfchan#17], Result: [null, ]. Thread: Thread-1175
!SESSION 2021-10-03 18:16:15.179 -----------------------------------------------
eclipse.buildId=2019.1
java.version=1.8.0_112
java.vendor=Oracle Corporation
BootLoader constants: OS=win32, ARCH=x86_64, WS=win32, NL=en_US
Command-line arguments:  -os win32 -ws win32 -arch x86_64

!ENTRY org.eclipse.ui 2 0 2021-10-03 18:16:34.707
!MESSAGE Warnings while parsing the commands from the 'org.eclipse.ui.commands' and 'org.eclipse.ui.actionDefinitions' extension points.
!SUBENTRY 1 org.eclipse.ui 2 0 2021-10-03 18:16:34.707
!MESSAGE Commands should really have a category: plug-in='com.xilinx.sdk.appwiz', id='com.xilinx.sdk.app.commands.ChangeAtfBuiltReferences', categoryId='com.xilinx.sdk.app.commands.category'

!ENTRY org.eclipse.ui 2 0 2021-10-03 18:16:35.832
!MESSAGE Warnings while parsing the commands from the 'org.eclipse.ui.commands' and 'org.eclipse.ui.actionDefinitions' extension points.
!SUBENTRY 1 org.eclipse.ui 2 0 2021-10-03 18:16:35.833
!MESSAGE Commands should really have a category: plug-in='com.xilinx.sdk.appwiz', id='com.xilinx.sdk.app.commands.ChangeAtfBuiltReferences', categoryId='com.xilinx.sdk.app.commands.category'

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 18:16:48.123
!MESSAGE XSCT Command: [set sdk::sdk_chan tcfchan#0], Thread: Thread-18

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 18:16:48.123
!MESSAGE XSCT Command: [::hsi::utils::init_repo], Thread: Worker-8

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 18:16:48.133
!MESSAGE XSCT command with result: [set sdk::sdk_chan tcfchan#0], Result: [null, tcfchan#0]. Thread: Thread-18

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 18:16:48.133
!MESSAGE XSCT Command: [setws C:/Projects/kyber-fpga/kyber-fpga.sdk], Thread: Thread-18

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 18:16:52.255
!MESSAGE XSCT command with result: [::hsi::utils::init_repo], Result: [null, ]. Thread: Worker-8

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 18:16:52.255
!MESSAGE XSCT command with result: [setws C:/Projects/kyber-fpga/kyber-fpga.sdk], Result: [null, ]. Thread: Thread-18

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 18:16:52.285
!MESSAGE XSCT Command: [::hsi::utils::openhw C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf], Thread: Worker-4

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 18:17:00.457
!MESSAGE XSCT command with result: [::hsi::utils::openhw C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf], Result: [null, ]. Thread: Worker-4

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 19:04:36.009
!MESSAGE XSCT Command: [::hsi::utils::get_design_properties -json C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf], Thread: Worker-3

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 19:04:36.009
!MESSAGE XSCT command with result: [::hsi::utils::get_design_properties -json C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf], Result: [null, {"device": "7z010",
"family": "zynq",
"timestamp": "Thu Aug 19 20:27:03 2021",
"vivado_version": "2019.1",
"part": "xc7z010clg400-1",
}]. Thread: Worker-3

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 19:04:37.831
!MESSAGE XSCT Command: [enable_info_messages], Thread: Worker-13

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 19:04:37.833
!MESSAGE XSCT command with result: [enable_info_messages], Result: [null, ]. Thread: Worker-13

!ENTRY com.xilinx.sdk.utils 1 0 2021-10-03 19:04:41.452
!MESSAGE Updating toolusage

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 19:04:41.452
!MESSAGE XSCT Command: [::hsi::utils::get_all_periphs -json C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf], Thread: Worker-3

!ENTRY com.xilinx.sdk.utils 0 0 2021-10-03 19:04:41.510
!MESSAGE XSCT command with result: [::hsi::utils::get_all_periphs -json C:/Projects/kyber-fpga/kyber-fpga.sdk/kyberBD_wrapper_hw_platform_0/system.hdf], Result: [null, {"axi_dma_0": {"hier_name": "axi_dma_0",
"type": "axi_dma",
"version": "7.1",
"ip_type": "PERIPHERAL",
},
"axi_gpio_0": {"hier_name": "axi_gpio_0",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"axi_gpio_1": {"hier_name": "axi_gpio_1",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"axi_gpio_10": {"hier_name": "axi_gpio_10",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"axi_gpio_11": {"hier_name": "axi_gpio_11",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"axi_gpio_2": {"hier_name": "axi_gpio_2",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"axi_gpio_3": {"hier_name": "axi_gpio_3",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"axi_gpio_4": {"hier_name": "axi_gpio_4",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"axi_gpio_5": {"hier_name": "axi_gpio_5",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"axi_gpio_6": {"hier_name": "axi_gpio_6",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"axi_gpio_7": {"hier_name": "axi_gpio_7",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"axi_gpio_8": {"hier_name": "axi_gpio_8",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"axi_gpio_9": {"hier_name": "axi_gpio_9",
"type": "axi_gpio",
"version": "2.0",
"ip_type": "PERIPHERAL",
},
"axi_interconnect_0": {"hier_name": "axi_interconnect_0",
"type": "axi_interconnect",
"version": "2.1",
"ip_type": "BUS",
},
"axi_interconnect_1": {"hier_name": "axi_interconnect_1",
"type": "axi_interconnect",
"version": "2.1",
"ip_type": "BUS",
},
"barrett_reduce_0": {"hier_name": "barrett_reduce_0",
"type": "barrett_reduce",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"barrett_reduce_1": {"hier_name": "barrett_reduce_1",
"type": "barrett_reduce",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"bram_port_selector_0": {"hier_name": "bram_port_selector_0",
"type": "bram_port_selector",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"bram_port_selector_1": {"hier_name": "bram_port_selector_1",
"type": "bram_port_selector",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"bram_port_selector_2": {"hier_name": "bram_port_selector_2",
"type": "bram_port_selector",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"bram_port_selector_3": {"hier_name": "bram_port_selector_3",
"type": "bram_port_selector",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"dual_bram_axis_0": {"hier_name": "dual_bram_axis_0",
"type": "dual_bram_axis",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"fqmul_0": {"hier_name": "fqmul_0",
"type": "fqmul",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"fqmul_1": {"hier_name": "fqmul_1",
"type": "fqmul",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"fqmul_2": {"hier_name": "fqmul_2",
"type": "fqmul",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"fqmul_3": {"hier_name": "fqmul_3",
"type": "fqmul",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"fqmul_4": {"hier_name": "fqmul_4",
"type": "fqmul",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"fqmul_5": {"hier_name": "fqmul_5",
"type": "fqmul",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"keccak_f1600_bram_ip_0": {"hier_name": "keccak_f1600_bram_ip_0",
"type": "keccak_f1600_bram_ip",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"montgomery_reduction_0": {"hier_name": "montgomery_reduction_0",
"type": "montgomery_reduction",
"version": "1.0",
"ip_type": "PERIPHERAL",
},
"montgomery_reduction_1": {"hier_name": "montgomery_reduction_1",
